ST,OCCPSTEM,SEX,RAC1P,JWMNP_ZSCORE,HICOV,ADJWAGPRPP,PWGTP,REP_RATIO,ST_CODE,NaN_Flag
Missouri,STEM-related,Male,Black or African American alone,-0.008287589888778868,1.0,1138.8331454340475,661,0.4401643413158855,MO,0
Missouri,STEM-related,Female,Native Hawaiian and Other Pacific Islander alone,0.8462437300476244,1.0,12527.164599774522,96,1.0378308107337495,MO,0
Missouri,STEM-related,Female,Some Other Race alone,0.31692057305928534,1.0,22776.662908680948,169,0.9348303966219708,MO,0
Missouri,STEM-related,Female,Two or More Races,-0.026755227134728294,0.75,13096.581172491546,326,0.6214324485779473,MO,0
Missouri,STEM-related,Male,Two or More Races,-0.5754201768416884,0.0,38720.32694475761,78,0.1730585575968105,MO,0
Missouri,STEM-related,Female,White alone,0.24757511601560808,0.9609756097560975,44983.90924464487,20469,1.7530163124694953,MO,0
Missouri,STEM-related,Male,White alone,-0.08511050621098117,0.9393939393939394,45553.325817361896,3674,0.30282085533097053,MO,0
Montana,Non-STEM,Male,Alaska Native alone,0.8634277134307617,1.0,19446.641711229942,216,1.167236396407595,MT,0
Montana,Non-STEM,Female,American Indian alone,-0.2343532819434205,0.75,13990.77834224599,1410,0.9535361059876644,MT,0
Montana,Non-STEM,Male,American Indian alone,0.2511532873851842,0.46153846153846156,2160.7379679144387,1117,1.017007063016602,MT,0
Montana,Non-STEM,Male,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.8458506513692574,1.0,20418.973796791444,39,1.167236396407595,MT,0
Montana,Non-STEM,Female,Asian alone,2.0569063701340413,1.0,28089.5935828877,58,1.167236396407595,MT,0
Montana,Non-STEM,Male,Asian alone,-0.03168127909669805,0.0,11884.05882352941,209,0.28767972505800393,MT,0
Montana,Non-STEM,Female,Black or African American alone,-0.12731849707110174,1.0,12964.42780748663,1270,1.167236396407595,MT,0
Montana,Non-STEM,Male,Black or African American alone,-0.6054631445111798,1.0,25928.85561497326,848,1.1672363964075951,MT,0
Montana,Non-STEM,Female,Some Other Race alone,-0.34227406046644915,1.0,1512.5165775401072,896,1.1672363964075951,MT,0
Montana,Non-STEM,Female,Two or More Races,-0.06260116465925675,1.0,16205.534759358288,1346,1.1672363964075951,MT,0
Montana,Non-STEM,Male,Two or More Races,-0.9830736675131667,1.0,15557.313368983958,710,1.167236396407595,MT,0
Montana,Non-STEM,Female,White alone,-0.04686021812893709,0.8847926267281107,16961.793048128344,27320,0.9514246009444609,MT,0
Montana,Non-STEM,Male,White alone,0.10118099496856864,0.84,25928.85561497326,28919,1.0429571867051208,MT,0
Montana,Not working,Female,American Indian alone,,0.0,0.0,252,32.06970787339147,MT,1
Montana,Not working,Male,White alone,,1.0,0.0,90,0.6108043939603373,MT,1
Montana,STEM,Male,American Indian alone,,0.0,3241.1069518716577,165,1.582399253416945,MT,1
Montana,STEM,Male,Asian alone,-0.03168127909669805,1.0,64822.13903743315,361,5.233973265293518,MT,0
Montana,STEM,Female,White alone,0.5156866529530698,0.9333333333333333,10803.689839572193,2757,1.0113274075881173,MT,0
Montana,STEM,Male,White alone,0.7065769354015097,0.9,42134.390374331546,2827,1.0739160855250933,MT,0
Montana,STEM-related,Female,American Indian alone,0.4881534997210601,0.0,32411.069518716577,64,0.6461338896186506,MT,0
Montana,STEM-related,Male,Asian alone,-0.8152353858425966,1.0,69143.61497326204,278,5.712579819942841,MT,0
Montana,STEM-related,Female,White alone,-0.0929986646403681,0.8571428571428571,37812.914438502674,3440,1.7884493324177657,MT,0
Montana,STEM-related,Male,White alone,-0.10136289931430054,1.0,43214.75935828877,529,0.2848153543815983,MT,0
Nebraska,Non-STEM,Female,American Indian alone,0.18620262218278136,0.375,8069.873463687151,454,1.1402708823926444,NE,0
Nebraska,Non-STEM,Male,American Indian alone,-0.17094315505447424,0.25,2370.1726256983243,657,1.1402708823926444,NE,0
Nebraska,Non-STEM,Female,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.5816818068182864,0.0,17494.131284916202,137,1.1402708823926444,NE,0
Nebraska,Non-STEM,Male,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.660116182508658,1.0,36399.07960893855,154,1.1402708823926444,NE,0
Nebraska,Non-STEM,Female,Asian alone,-0.055883162189670176,0.8333333333333334,7900.575418994414,1533,0.9322854734442261,NE,0
Nebraska,Non-STEM,Male,Asian alone,-0.3228333240401765,0.9285714285714286,12979.516759776536,948,0.9660203722146801,NE,0
Nebraska,Non-STEM,Female,Black or African American alone,-0.2558372711573494,0.7894736842105263,28216.340782122905,4678,1.0683331039120347,NE,0
Nebraska,Non-STEM,Male,Black or African American alone,-0.27461796500670094,0.6071428571428571,3498.8262569832405,4588,1.0390392866767533,NE,0
Nebraska,Non-STEM,Female,Native Hawaiian and Other Pacific Islander alone,,1.0,0.0,48,1.1402708823926444,NE,1
Nebraska,Non-STEM,Female,Some Other Race alone,-0.1495854373437088,0.875,32561.65726256983,3073,1.055437476383312,NE,0
Nebraska,Non-STEM,Male,Some Other Race alone,0.6946591375809807,0.55,13430.978212290504,3004,1.1402708823926446,NE,0
Nebraska,Non-STEM,Female,Two or More Races,0.03256864514301763,0.8181818181818182,20315.76536312849,2170,0.9590650444930381,NE,0
Nebraska,Non-STEM,Male,Two or More Races,0.060117893650328505,0.6923076923076923,21444.41899441341,1259,1.1402708823926444,NE,0
Nebraska,Non-STEM,Female,White alone,-0.03189704503983702,0.910377358490566,21500.851675977654,52645,0.9597358924915388,NE,0
Nebraska,Non-STEM,Male,White alone,0.08755994861607863,0.8556485355648535,33859.608938547484,57994,1.0195160500359068,NE,0
Nebraska,Not working,Female,Black or African American alone,,1.0,0.0,162,10.026822917938771,NE,1
Nebraska,Not working,Male,Black or African American alone,,0.0,0.0,330,20.254632208685543,NE,1
Nebraska,STEM,Male,Asian alone,-0.10692448353455841,1.0,28216.340782122905,171,3.0305088728511977,NE,0
Nebraska,STEM,Female,Black or African American alone,-0.5189321531088487,1.0,20315.76536312849,18,0.07149249852362762,NE,0
Nebraska,STEM,Male,Black or African American alone,0.2610518771173949,1.0,84649.02234636871,117,0.46082488447568476,NE,0
Nebraska,STEM,Female,Two or More Races,-0.8152803780951086,1.0,76748.4469273743,87,0.6687273455249165,NE,0
Nebraska,STEM,Female,White alone,-0.3399166339721544,1.0,39502.87709497207,2258,0.7159126660947426,NE,0
Nebraska,STEM,Male,White alone,0.14809642052077818,0.9487179487179487,51918.06703910615,5016,1.5335926991114768,NE,0
Nebraska,STEM-related,Female,Asian alone,0.7505370490471194,1.0,27087.687150837988,342,2.6299848648648645,NE,0
Nebraska,STEM-related,Female,Black or African American alone,-0.3206246553305953,1.0,26184.764245810053,135,0.3898527639976194,NE,0
Nebraska,STEM-related,Female,Some Other Race alone,0.7864050045325739,1.0,46387.66424581006,247,1.0727222403126018,NE,0
Nebraska,STEM-related,Female,Two or More Races,0.29188063903436307,1.0,58689.988826815636,323,1.8051414204902576,NE,0
Nebraska,STEM-related,Female,White alone,0.3957964560722435,0.9838709677419355,45710.47206703911,7645,1.7623512766661775,NE,0
Nebraska,STEM-related,Male,White alone,0.584378615403012,0.9090909090909091,45146.14525139665,1853,0.41191423727116355,NE,0
Nevada,Non-STEM,Female,American Indian alone,0.014367448835410995,0.7272727272727273,26135.168377823407,495,1.0954084280582495,NV,0
Nevada,Non-STEM,Male,American Indian alone,0.27777902707969787,0.9166666666666666,28001.966119096513,884,1.0525446200037962,NV,0
Nevada,Non-STEM,Female,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.6956232475186787,0.6666666666666666,15556.647843942505,410,1.0954084280582495,NV,0
Nevada,Non-STEM,Male,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.7079402738412002,0.75,27483.41119096509,302,1.0954084280582495,NV,0
Nevada,Non-STEM,Female,Asian alone,-0.18452587651876856,0.9154929577464789,23438.68275154004,7019,0.9343385291701122,NV,0
Nevada,Non-STEM,Male,Asian alone,0.029254323490244812,0.7571428571428571,20327.35318275154,7370,0.8779945747459814,NV,0
Nevada,Non-STEM,Female,Black or African American alone,-0.05049892620649525,0.8970588235294118,20742.197125256676,10837,1.045897897345132,NV,0
Nevada,Non-STEM,Male,Black or African American alone,0.3363608997522982,0.7625,20742.197125256676,11679,0.9820584195357561,NV,0
Nevada,Non-STEM,Female,Native Hawaiian and Other Pacific Islander alone,-0.4964729424872042,1.0,19497.665297741274,762,1.0954084280582495,NV,0
Nevada,Non-STEM,Male,Native Hawaiian and Other Pacific Islander alone,2.8343587565820436,0.6666666666666666,19082.82135523614,436,1.0954084280582495,NV,0
Nevada,Non-STEM,Female,Some Other Race alone,-0.03732025943932561,0.7608695652173914,20482.919661190965,14155,1.0000971555188676,NV,0
Nevada,Non-STEM,Male,Some Other Race alone,0.0553118817965464,0.6642335766423357,26550.012320328544,17906,1.0658832362140538,NV,0
Nevada,Non-STEM,Female,Two or More Races,0.22016230372430903,0.9310344827586207,26446.301334702257,6089,0.9805854040644929,NV,0
Nevada,Non-STEM,Male,Two or More Races,-0.06719594280502686,0.875,23334.97176591376,4746,1.0609813060335616,NV,0
Nevada,Non-STEM,Female,White alone,-0.03497687132576012,0.8898128898128899,20742.197125256676,55174,1.0117866643734865,NV,0
Nevada,Non-STEM,Male,White alone,0.10839551872735906,0.8223552894211577,24890.63655030801,58270,0.9847640141159605,NV,0
Nevada,Not working,Male,American Indian alone,,0.0,0.0,36,4.6235980527848035,NV,1
Nevada,Not working,Male,Asian alone,,1.0,0.0,119,1.5291871029511217,NV,1
Nevada,Not working,Male,Black or African American alone,,0.0,0.0,204,1.8503383625177023,NV,1
Nevada,Not working,Female,Some Other Race alone,,1.0,0.0,148,1.127933133505294,NV,1
Nevada,Not working,Male,Some Other Race alone,,1.0,0.0,246,1.5795576436532512,NV,1
Nevada,Not working,Female,Two or More Races,,0.6666666666666666,0.0,329,5.7151109911174185,NV,1
Nevada,Not working,Male,Two or More Races,,0.0,0.0,102,2.459628351889603,NV,1
Nevada,Not working,Female,White alone,,1.0,0.0,388,0.7674949502619314,NV,1
Nevada,Not working,Male,White alone,,0.6666666666666666,0.0,250,0.4557393002780928,NV,1
Nevada,STEM,Female,Asian alone,-0.33717613030326204,1.0,36298.84496919918,173,0.5731267434853955,NV,0
Nevada,STEM,Male,Asian alone,-0.42937835459483475,0.75,37335.95482546202,769,2.2799548124462437,NV,0
Nevada,STEM,Female,Black or African American alone,-0.8076159057382057,0.5,14571.393480492814,196,0.4707733210459111,NV,0
Nevada,STEM,Male,Black or African American alone,-0.16694645841342642,0.8,34224.62525667351,1035,2.165945726402064,NV,0
Nevada,STEM,Female,Some Other Race alone,-0.2830123854415116,1.0,46669.94353182752,469,0.8246709881075922,NV,0
Nevada,STEM,Male,Some Other Race alone,-0.13924963076075805,1.0,41484.39425051335,250,0.3703621662873192,NV,0
Nevada,STEM,Male,Two or More Races,0.5712241699656652,0.0,36298.84496919918,52,0.2893069700971436,NV,0
Nevada,STEM,Female,White alone,0.18349736632653746,0.8888888888888888,38373.06468172485,625,0.28523975390980216,NV,0
Nevada,STEM,Male,White alone,-0.15733546374666912,0.9444444444444444,36298.84496919918,4328,1.8203292987725634,NV,0
Nevada,STEM-related,Female,Asian alone,0.0017431828141156983,1.0,45010.56776180699,1037,3.003734456906223,NV,0
Nevada,STEM-related,Male,Asian alone,-0.1437121687435461,1.0,51855.49281314168,937,2.4289451053375086,NV,0
Nevada,STEM-related,Female,Black or African American alone,0.49072846924632474,0.5,85561.56314168379,317,0.6657225118326225,NV,0
Nevada,STEM-related,Male,Black or African American alone,-0.44262556363348754,1.0,20742.197125256676,109,0.19943984466954678,NV,0
Nevada,STEM-related,Female,Some Other Race alone,-0.3833658026204816,0.5,28001.966119096513,732,1.1253747425733613,NV,0
Nevada,STEM-related,Female,Two or More Races,-0.11521202915750729,0.8,33187.51540041068,384,1.345626214766719,NV,0
Nevada,STEM-related,Female,White alone,-0.3081681496393107,0.9743589743589743,39410.17453798768,3547,1.4153681984076854,NV,0
Nevada,STEM-related,Male,White alone,-0.1708725661372698,1.0,33187.51540041067,1969,0.724080134213934,NV,0
New Hampshire,Non-STEM,Female,American Indian alone,0.7228834935421313,0.0,25609.30985915493,26,1.1799270516717326,NH,0
New Hampshire,Non-STEM,Female,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",0.20853788261777162,0.0,18495.612676056346,64,1.1799270516717326,NH,0
New Hampshire,Non-STEM,Female,Asian alone,-0.7963386962502718,0.6666666666666666,16883.174647887325,1011,0.7817210021232777,NH,0
New Hampshire,Non-STEM,Male,Asian alone,-0.6098511496541822,0.75,19444.10563380282,683,0.8368537656197231,NH,0
New Hampshire,Non-STEM,Female,Black or African American alone,-0.597798830004115,0.75,13753.147887323947,814,1.1799270516717326,NH,0
New Hampshire,Non-STEM,Male,Black or African American alone,0.15590219210561565,1.0,36042.732394366205,416,0.8876123933009777,NH,0
New Hampshire,Non-STEM,Female,Native Hawaiian and Other Pacific Islander alone,0.017158545864451338,0.0,28454.78873239437,230,1.1799270516717324,NH,0
New Hampshire,Non-STEM,Female,Some Other Race alone,-0.20150160079535928,0.5,20108.050704225352,318,1.1799270516717326,NH,0
New Hampshire,Non-STEM,Male,Some Other Race alone,-0.10963798210082328,0.5,12235.559154929579,306,1.1799270516717326,NH,0
New Hampshire,Non-STEM,Female,Two or More Races,0.5701037346785468,0.7777777777777778,21815.33802816902,955,0.976456095620888,NH,0
New Hampshire,Non-STEM,Male,Two or More Races,-0.19493420406551504,1.0,21815.33802816902,1490,1.1342524561231495,NH,0
New Hampshire,Non-STEM,Female,White alone,-0.09740343346204175,0.9148936170212766,21815.33802816902,34885,0.9964114063802565,NH,0
New Hampshire,Non-STEM,Male,White alone,0.11599503126486481,0.8619528619528619,28454.78873239437,41052,1.0042161361092146,NH,0
New Hampshire,Not working,Male,White alone,,1.0,0.0,151,2.0120037317300716,NH,1
New Hampshire,STEM,Female,Asian alone,-0.6949828546696185,1.0,9864.326760563385,446,3.0486087242173214,NH,0
New Hampshire,STEM,Male,Asian alone,-1.0515751522404,1.0,185904.61971830987,69,0.7473846374319288,NH,0
New Hampshire,STEM,Male,Two or More Races,1.0105793295569814,1.0,42682.18309859155,60,0.403776384766871,NH,0
New Hampshire,STEM,Female,White alone,0.01872295340322608,1.0,40785.197183098586,2917,0.7365506161807843,NH,0
New Hampshire,STEM,Male,White alone,0.1137327028164343,0.9767441860465116,51218.61971830986,5812,1.2568535779036087,NH,0
New Hampshire,STEM-related,Female,Asian alone,-1.3316642921151747,1.0,47424.64788732395,69,0.8211437135558505,NH,0
New Hampshire,STEM-related,Male,Asian alone,0.47018605404518354,1.0,47424.64788732395,211,3.9790627079174983,NH,0
New Hampshire,STEM-related,Male,Black or African American alone,5.464236474345367,1.0,50270.12676056338,137,4.499042037985512,NH,0
New Hampshire,STEM-related,Female,Two or More Races,0.738225420060219,1.0,31584.81549295775,199,3.131640369607406,NH,0
New Hampshire,STEM-related,Female,White alone,-0.08009316943745615,0.967741935483871,33861.1985915493,3508,1.5421584753514033,NH,0
New Hampshire,STEM-related,Male,White alone,-0.35930067842236907,1.0,46476.15492957747,1220,0.4593271992347843,NH,0
New Jersey,Non-STEM,Female,American Indian alone,-0.20424118018351564,0.6666666666666666,13933.034482758623,333,1.1359839087926893,NJ,0
New Jersey,Non-STEM,Female,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.038231734435325515,1.0,23511.995689655174,140,1.1632748135084294,NJ,0
New Jersey,Non-STEM,Male,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.6663062760175427,0.75,13454.086422413793,271,1.1632748135084297,NJ,0
New Jersey,Non-STEM,Female,Asian alone,0.12719897171728817,0.9555555555555556,14499.06400862069,17308,0.8067783487820123,NJ,0
New Jersey,Non-STEM,Male,Asian alone,0.030144236274467197,0.9013157894736842,21117.255387931036,15467,0.6812711677597455,NJ,0
New Jersey,Non-STEM,Female,Black or African American alone,-0.04827057060288482,0.9098712446351931,16980.885775862072,38189,1.039554028480213,NJ,0
New Jersey,Non-STEM,Male,Black or African American alone,0.013472918148316899,0.780327868852459,13062.219827586208,45047,1.067446996885666,NJ,0
New Jersey,Non-STEM,Female,Some Other Race alone,-0.03637421784318322,0.8,17851.700431034486,16722,0.9586654887136148,NJ,0
New Jersey,Non-STEM,Male,Some Other Race alone,0.0013927989787367015,0.6,20420.603663793107,23375,1.0677169971241034,NJ,0
New Jersey,Non-STEM,Female,Two or More Races,-0.2574966740973332,0.9156626506024096,20899.55172413793,9833,0.9318518322792985,NJ,0
New Jersey,Non-STEM,Male,Two or More Races,0.1688484750974742,0.819672131147541,19157.9224137931,6591,0.9628462006572974,NJ,0
New Jersey,Non-STEM,Female,White alone,-0.018367060578512676,0.9269588313413014,19985.1963362069,166481,1.0303697918528203,NJ,0
New Jersey,Non-STEM,Male,White alone,0.03348032062776821,0.8967904342353682,23424.91422413793,171124,1.0140197195628209,NJ,0
New Jersey,Not working,Female,Asian alone,,0.6666666666666666,0.0,228,0.6370440415821744,NJ,1
New Jersey,Not working,Male,Asian alone,,1.0,0.0,323,0.8527931614581618,NJ,1
New Jersey,Not working,Female,Black or African American alone,,1.0,0.0,920,1.5011492362779015,NJ,1
New Jersey,Not working,Male,Black or African American alone,,0.6363636363636364,0.0,1463,2.0780310627759424,NJ,1
New Jersey,Not working,Female,Some Other Race alone,,0.6,0.0,1718,5.903768188809642,NJ,1
New Jersey,Not working,Male,Some Other Race alone,,0.4,0.0,911,2.494308557147441,NJ,1
New Jersey,Not working,Female,Two or More Races,,1.0,0.0,410,2.329013167437434,NJ,1
New Jersey,Not working,Male,Two or More Races,,1.0,0.0,311,2.723286049203661,NJ,1
New Jersey,Not working,Female,White alone,,0.875,0.0,641,0.23780103151336524,NJ,1
New Jersey,Not working,Male,White alone,,0.6923076923076923,0.0,1598,0.5675962471785903,NJ,1
New Jersey,STEM,Male,American Indian alone,1.4268076873807052,1.0,24382.810344827594,34,5.00262311755107,NJ,0
New Jersey,STEM,Female,Asian alone,0.35735498388232656,0.9782608695652174,34832.586206896565,4301,2.256853356665681,NJ,0
New Jersey,STEM,Male,Asian alone,0.169286951645689,0.974025974025974,39186.659482758616,8416,4.172979016415989,NJ,0
New Jersey,STEM,Female,Black or African American alone,-0.3948877034793373,1.0,55732.13793103449,234,0.07170528842313091,NJ,0
New Jersey,STEM,Male,Black or African American alone,0.3626396601660368,0.8571428571428571,34832.586206896565,1904,0.5078950035215117,NJ,0
New Jersey,STEM,Female,Some Other Race alone,0.38207792023436354,1.0,39012.496551724136,622,0.4014170445624866,NJ,0
New Jersey,STEM,Male,Some Other Race alone,0.2057486212814448,1.0,36225.889655172425,919,0.47254872788963304,NJ,0
New Jersey,STEM,Female,Two or More Races,-0.1301317010299737,1.0,45282.362068965514,831,0.886519715229327,NJ,0
New Jersey,STEM,Male,Two or More Races,1.9589979866676235,0.8,60957.02586206897,760,1.2498150551859497,NJ,0
New Jersey,STEM,Female,White alone,0.48885393389993886,0.978021978021978,47894.806034482775,8526,0.5940189779971423,NJ,0
New Jersey,STEM,Male,White alone,0.335678757776691,0.97,38098.141163793116,18836,1.25646590852303,NJ,0
New Jersey,STEM-related,Female,American Indian alone,-0.017821832072428986,1.0,43453.65129310345,8,0.4724957534255833,NJ,0
New Jersey,STEM-related,Male,American Indian alone,1.0666000954884312,1.0,81856.57758620691,55,12.446148673450582,NJ,0
New Jersey,STEM-related,Female,Asian alone,0.3675330136949458,0.9,26603.387715517245,3119,2.517112923408341,NJ,0
New Jersey,STEM-related,Male,Asian alone,0.11835616610344957,1.0,55732.13793103449,2204,1.6807591746854649,NJ,0
New Jersey,STEM-related,Female,Black or African American alone,0.13691906381878485,1.0,31349.3275862069,3391,1.598146344404801,NJ,0
New Jersey,STEM-related,Male,Black or African American alone,-0.5897075070977038,0.75,13062.21982758621,677,0.277746817513826,NJ,0
New Jersey,STEM-related,Female,Some Other Race alone,-0.012425503507801777,0.8,20899.55172413793,1229,1.2198620866848249,NJ,0
New Jersey,STEM-related,Male,Some Other Race alone,0.3912553898654647,1.0,43105.32543103449,262,0.20719811718374984,NJ,0
New Jersey,STEM-related,Female,Two or More Races,-0.22792579119601825,0.9,31218.705387931033,1201,1.9705334353733892,NJ,0
New Jersey,STEM-related,Male,Two or More Races,-0.15757909841076265,1.0,25253.625000000004,301,0.7612934294134637,NJ,0
New Jersey,STEM-related,Female,White alone,0.026255200580233843,0.917910447761194,41363.69612068965,12307,1.3187443709640279,NJ,0
New Jersey,STEM-related,Male,White alone,0.19817513681438947,0.9411764705882353,29607.69827586207,4754,0.4877245665183234,NJ,0
New Mexico,Non-STEM,Female,American Indian alone,0.006374526858044522,0.7777777777777778,15523.633369923164,6999,1.0326862478436734,NM,0
New Mexico,Non-STEM,Male,American Indian alone,0.4293361086653213,0.5194805194805194,15967.16575192097,6199,1.0891068883857824,NM,0
New Mexico,Non-STEM,Female,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",,1.0,6209.453347969266,144,0.6038583153407183,NM,1
New Mexico,Non-STEM,Male,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.505338428377976,0.8333333333333334,23285.450054884746,2275,1.115460499171049,NM,0
New Mexico,Non-STEM,Female,Asian alone,-0.27302772066170017,1.0,11088.309549945117,1952,0.9187252718910918,NM,0
New Mexico,Non-STEM,Male,Asian alone,-0.3578657787950242,0.8571428571428571,26611.94291986828,943,1.0404344715314533,NM,0
New Mexico,Non-STEM,Female,Black or African American alone,-0.4340919393245636,0.5,14969.217892425908,2394,1.0703055851765497,NM,0
New Mexico,Non-STEM,Male,Black or African American alone,0.0037322246951407845,0.5714285714285714,14636.568605927554,1041,1.115460499171049,NM,0
New Mexico,Non-STEM,Male,Native Hawaiian and Other Pacific Islander alone,0.6555446540428189,0.0,22176.619099890235,272,1.1154604991710488,NM,0
New Mexico,Non-STEM,Female,Some Other Race alone,0.040311215489786,0.8780487804878049,26611.94291986828,6194,1.0023447456645114,NM,0
New Mexico,Non-STEM,Male,Some Other Race alone,0.245161441903302,0.6153846153846154,19958.957189901208,8460,1.1117808462520118,NM,0
New Mexico,Non-STEM,Female,Two or More Races,-0.05553773090681578,0.7619047619047619,5544.154774972559,2149,0.9824281199666329,NM,0
New Mexico,Non-STEM,Male,Two or More Races,-0.2198801549969137,0.9090909090909091,18794.684687156972,2665,0.932758779507639,NM,0
New Mexico,Non-STEM,Female,White alone,-0.013830227628245106,0.903125,21067.788144895727,44950,0.9503041855452532,NM,0
New Mexico,Non-STEM,Male,White alone,-0.0006989057306713413,0.772189349112426,24394.281009879258,46664,1.0149922729426484,NM,0
New Mexico,Not working,Female,American Indian alone,,1.0,0.0,104,1.462114662400581,NM,1
New Mexico,Not working,Male,American Indian alone,,0.0,0.0,70,1.1718245746489264,NM,1
New Mexico,Not working,Female,White alone,,1.0,0.0,733,1.476565148759373,NM,1
New Mexico,Not working,Male,White alone,,1.0,0.0,492,1.0196745227261188,NM,1
New Mexico,STEM,Female,American Indian alone,2.022059625153765,1.0,2661.194291986828,30,0.11649508766981619,NM,0
New Mexico,STEM,Male,American Indian alone,-0.4997865775773083,0.0,18850.126234906696,80,0.36990722435399187,NM,0
New Mexico,STEM,Female,Asian alone,-0.9827100742734918,0.4,4546.206915477498,301,3.728432653979281,NM,0
New Mexico,STEM,Female,Black or African American alone,-0.19462495787868983,1.0,36702.30461031834,101,1.1883899684858363,NM,0
New Mexico,STEM,Female,Some Other Race alone,0.16599884769111797,1.0,106447.77167947312,176,0.7495705974657897,NM,0
New Mexico,STEM,Male,Some Other Race alone,1.3053254252051814,0.0,15080.10098792536,28,0.09684134526369263,NM,0
New Mexico,STEM,Male,Two or More Races,0.8183578263975804,1.0,39917.914379802416,139,1.2803859212106437,NM,0
New Mexico,STEM,Female,White alone,0.3602374657556091,1.0,48788.56201975852,1322,0.7355604314975408,NM,0
New Mexico,STEM,Male,White alone,0.6009667480466578,0.8666666666666667,41026.745334796935,2888,1.6532248293584257,NM,0
New Mexico,STEM-related,Female,American Indian alone,1.6592812177052352,0.75,26002.0858946213,427,0.9407801550850726,NM,0
New Mexico,STEM-related,Female,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.5914145607741149,0.0,24394.281009879258,122,7.639417800690816,NM,0
New Mexico,STEM-related,Female,Asian alone,-0.30743642957411466,1.0,76509.33589462131,117,0.8222797288272102,NM,0
New Mexico,STEM-related,Male,Asian alone,1.3692755748719856,1.0,3326.492864983535,68,1.120314160455445,NM,0
New Mexico,STEM-related,Female,Some Other Race alone,-0.7537436978550046,1.0,43244.407244785965,523,1.2637916413140737,NM,0
New Mexico,STEM-related,Female,Two or More Races,-0.09942541752035959,1.0,60985.70252469814,291,1.9864847295091153,NM,0
New Mexico,STEM-related,Male,Two or More Races,-0.5552487634484976,1.0,27720.773874862793,383,2.0016990301243753,NM,0
New Mexico,STEM-related,Female,White alone,-0.0378834973755117,0.8823529411764706,33264.928649835354,5757,1.8174273030114025,NM,0
New Mexico,STEM-related,Male,White alone,0.5685843747945266,1.0,44353.23819978047,1239,0.40242036590991154,NM,0
New York,Non-STEM,Female,Alaska Native alone,-0.22089942908607815,1.0,30660.463026655205,77,1.1429661380197171,NY,0
New York,Non-STEM,Female,American Indian alone,0.24335249017334923,0.875,9771.394024075667,1889,1.1429661380197171,NY,0
New York,Non-STEM,Male,American Indian alone,0.22202012696880535,0.6,19977.072226999142,2763,1.142966138019717,NY,0
New York,Non-STEM,Female,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.150139020697657,0.8888888888888888,18761.076526225283,733,0.5838286962846361,NY,0
New York,Non-STEM,Male,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.0005873650213429338,0.8235294117647058,1042.2820292347376,1329,1.1429661380197171,NY,0
New York,Non-STEM,Female,Asian alone,0.05153218272726985,0.9334500875656743,17371.367153912295,54093,0.9223700925540884,NY,0
New York,Non-STEM,Male,Asian alone,0.030973240910795098,0.8817427385892116,16850.226139294926,46111,0.8643571291079342,NY,0
New York,Non-STEM,Female,Black or African American alone,0.10303001793698091,0.9309859154929577,15894.800945829751,109357,1.0123216000277167,NY,0
New York,Non-STEM,Male,Black or African American alone,0.06493815837814149,0.8633720930232558,14201.092648323302,109799,1.0366816926746871,NY,0
New York,Non-STEM,Female,Native Hawaiian and Other Pacific Islander alone,0.12071599322197618,0.75,9945.10769561479,620,1.142966138019717,NY,0
New York,Non-STEM,Male,Native Hawaiian and Other Pacific Islander alone,0.07284424580933407,1.0,3474.27343078246,450,1.142966138019717,NY,0
New York,Non-STEM,Female,Some Other Race alone,0.009913614740446884,0.8578680203045685,16372.51354256234,61699,1.0943323000834646,NY,0
New York,Non-STEM,Male,Some Other Race alone,-0.009046912936765081,0.7813953488372093,20411.35640584695,72134,1.0746864371640479,NY,0
New York,Non-STEM,Female,Two or More Races,0.07766643319400436,0.9398148148148148,15634.230438521066,26118,1.014787014066661,NY,0
New York,Non-STEM,Male,Two or More Races,-0.06789905285918352,0.8269230769230769,13723.380051590717,24219,0.9655887015731662,NY,0
New York,Non-STEM,Female,White alone,-0.032067770408429175,0.9408039647577092,19977.072226999142,379972,0.9861244610555441,NY,0
New York,Non-STEM,Male,White alone,0.027198178775638966,0.9108367626886146,21714.208942390367,391787,1.0043607771951215,NY,0
New York,Not working,Female,Asian alone,,1.0,0.0,690,1.0739845129383128,NY,1
